TAGS,done,thoughts,,,,,,
vitals,d1_diasbp_noninvasive_max,Millimetres of mercury,numeric,"The patient's highest diastolic blood pressure during the first 24 hours of their unit stay, non-invasively measured",,,,
vitals,d1_diasbp_noninvasive_min,Millimetres of mercury,numeric,"The patient's lowest diastolic blood pressure during the first 24 hours of their unit stay, non-invasively measured",,,,
vitals,d1_heartrate_max,Beats per minute,numeric,The patient's highest heart rate during the first 24 hours of their unit stay,,,,
vitals,d1_heartrate_min,Beats per minute,numeric,The patient's lowest heart rate during the first 24 hours of their unit stay,,,,
vitals,d1_mbp_invasive_max,Millimetres of mercury,numeric,"The patient's highest mean blood pressure during the first 24 hours of their unit stay, invasively measured",,,,
vitals,d1_mbp_invasive_min,Millimetres of mercury,numeric,"The patient's lowest mean blood pressure during the first 24 hours of their unit stay, invasively measured",,,,
vitals,d1_mbp_max,Millimetres of mercury,numeric,"The patient's highest mean blood pressure during the first 24 hours of their unit stay, either non-invasively or invasively measured",,,,
vitals,d1_mbp_min,Millimetres of mercury,numeric,"The patient's lowest mean blood pressure during the first 24 hours of their unit stay, either non-invasively or invasively measured",,,,
vitals,d1_mbp_noninvasive_max,Millimetres of mercury,numeric,"The patient's highest mean blood pressure during the first 24 hours of their unit stay, non-invasively measured",,,,
vitals,d1_mbp_noninvasive_min,Millimetres of mercury,numeric,"The patient's lowest mean blood pressure during the first 24 hours of their unit stay, non-invasively measured",,,,
vitals,d1_resprate_max,Breaths per minute,numeric,The patient's highest respiratory rate during the first 24 hours of their unit stay,,,,
vitals,d1_resprate_min,Breaths per minute,numeric,The patient's lowest respiratory rate during the first 24 hours of their unit stay,,,,
vitals,d1_spo2_max,Percentage,numeric,The patient's highest peripheral oxygen saturation during the first 24 hours of their unit stay,,,,
vitals,d1_spo2_min,Percentage,numeric,The patient's lowest peripheral oxygen saturation during the first 24 hours of their unit stay,,,,
vitals,d1_sysbp_invasive_max,Millimetres of mercury,numeric,"The patient's highest systolic blood pressure during the first 24 hours of their unit stay, invasively measured",,,,
vitals,d1_sysbp_invasive_min,Millimetres of mercury,numeric,"The patient's lowest systolic blood pressure during the first 24 hours of their unit stay, invasively measured",,,,
vitals,d1_sysbp_max,Millimetres of mercury,numeric,"The patient's highest systolic blood pressure during the first 24 hours of their unit stay, either non-invasively or invasively measured",,,,
vitals,d1_sysbp_min,Millimetres of mercury,numeric,"The patient's lowest systolic blood pressure during the first 24 hours of their unit stay, either non-invasively or invasively measured",,,,
vitals,d1_sysbp_noninvasive_max,Millimetres of mercury,numeric,"The patient's highest systolic blood pressure during the first 24 hours of their unit stay, non-invasively measured",,,,
vitals,d1_sysbp_noninvasive_min,Millimetres of mercury,numeric,"The patient's lowest systolic blood pressure during the first 24 hours of their unit stay, non-invasively measured",,,,
vitals,d1_temp_max,Degrees Celsius,numeric,"The patient's highest core temperature during the first 24 hours of their unit stay, invasively measured",,,max - min > 2 --> take the average of the two,
vitals,d1_temp_min,Degrees Celsius,numeric,The patient's lowest core temperature during the first 24 hours of their unit stay,,,,
vitals,h1_diasbp_invasive_max,Millimetres of mercury,numeric,"The patient's highest diastolic blood pressure during the first hour of their unit stay, invasively measured",,,,
vitals,h1_diasbp_invasive_min,Millimetres of mercury,numeric,"The patient's lowest diastolic blood pressure during the first hour of their unit stay, invasively measured",,,,
vitals,h1_diasbp_max,Millimetres of mercury,numeric,"The patient's highest diastolic blood pressure during the first hour of their unit stay, either non-invasively or invasively measured",,,,
vitals,h1_diasbp_min,Millimetres of mercury,numeric,"The patient's lowest diastolic blood pressure during the first hour of their unit stay, either non-invasively or invasively measured",,,,
vitals,h1_diasbp_noninvasive_max,Millimetres of mercury,numeric,"The patient's highest diastolic blood pressure during the first hour of their unit stay, non-invasively measured",,,,
vitals,h1_diasbp_noninvasive_min,Millimetres of mercury,numeric,"The patient's lowest diastolic blood pressure during the first hour of their unit stay, non-invasively measured",,,,
vitals,h1_heartrate_max,Beats per minute,numeric,The patient's highest heart rate during the first hour of their unit stay,,,,
vitals,h1_heartrate_min,Beats per minute,numeric,The patient's lowest heart rate during the first hour of their unit stay,,,,
vitals,h1_mbp_invasive_max,Millimetres of mercury,numeric,"The patient's highest mean blood pressure during the first hour of their unit stay, invasively measured",,,,
vitals,h1_mbp_invasive_min,Millimetres of mercury,numeric,"The patient's lowest mean blood pressure during the first hour of their unit stay, invasively measured",,,,
vitals,h1_mbp_max,Millimetres of mercury,numeric,"The patient's highest mean blood pressure during the first hour of their unit stay, either non-invasively or invasively measured",,,,
vitals,h1_mbp_min,Millimetres of mercury,numeric,"The patient's lowest mean blood pressure during the first hour of their unit stay, either non-invasively or invasively measured",,,,
vitals,h1_mbp_noninvasive_max,Millimetres of mercury,numeric,"The patient's highest mean blood pressure during the first hour of their unit stay, non-invasively measured",,,,
vitals,h1_mbp_noninvasive_min,Millimetres of mercury,numeric,"The patient's lowest mean blood pressure during the first hour of their unit stay, non-invasively measured",,,,
vitals,h1_resprate_max,Breaths per minute,numeric,The patient's highest respiratory rate during the first hour of their unit stay,,,,
vitals,h1_resprate_min,Breaths per minute,numeric,The patient's lowest respiratory rate during the first hour of their unit stay,,,,
vitals,h1_spo2_max,Percentage,numeric,The patient's highest peripheral oxygen saturation during the first hour of their unit stay,,,,
vitals,h1_spo2_min,Percentage,numeric,The patient's lowest peripheral oxygen saturation during the first hour of their unit stay,,,,
vitals,h1_sysbp_invasive_max,Millimetres of mercury,numeric,"The patient's highest systolic blood pressure during the first hour of their unit stay, invasively measured",,,,
vitals,h1_sysbp_invasive_min,Millimetres of mercury,numeric,"The patient's lowest systolic blood pressure during the first hour of their unit stay, invasively measured",,,,
vitals,h1_sysbp_max,Millimetres of mercury,numeric,"The patient's highest systolic blood pressure during the first hour of their unit stay, either non-invasively or invasively measured",,,,
vitals,h1_sysbp_min,Millimetres of mercury,numeric,"The patient's lowest systolic blood pressure during the first hour of their unit stay, either non-invasively or invasively measured",,,,
vitals,h1_sysbp_noninvasive_max,Millimetres of mercury,numeric,"The patient's highest systolic blood pressure during the first hour of their unit stay, non-invasively measured",,,,
vitals,h1_sysbp_noninvasive_min,Millimetres of mercury,numeric,"The patient's lowest systolic blood pressure during the first hour of their unit stay, non-invasively measured",,,,
vitals,h1_temp_max,Degrees Celsius,numeric,"The patient's highest core temperature during the first hour of their unit stay, invasively measured",,,,
vitals,h1_temp_min,Degrees Celsius,numeric,The patient's lowest core temperature during the first hour of their unit stay,,,,
labs,d1_albumin_max,None,numeric,The lowest albumin concentration of the patient in their serum during the first 24 hours of their unit stay,,,,
labs,d1_albumin_min,g/L,numeric,The lowest albumin concentration of the patient in their serum during the first 24 hours of their unit stay,,,,
labs,d1_bilirubin_max,micromol/L,numeric,The highest bilirubin concentration of the patient in their serum or plasma during the first 24 hours of their unit stay,,,,
labs,d1_bilirubin_min,micromol/L,numeric,The lowest bilirubin concentration of the patient in their serum or plasma during the first 24 hours of their unit stay,,,,
labs,d1_bun_max,mmol/L,numeric,The highest blood urea nitrogen concentration of the patient in their serum or plasma during the first 24 hours of their unit stay,,,,
labs,d1_bun_min,mmol/L,numeric,The lowest blood urea nitrogen concentration of the patient in their serum or plasma during the first 24 hours of their unit stay,,,,
labs,d1_calcium_max,mmol/L,numeric,The highest calcium concentration of the patient in their serum during the first 24 hours of their unit stay,,,,
labs,d1_calcium_min,mmol/L,numeric,The lowest calcium concentration of the patient in their serum during the first 24 hours of their unit stay,,,,
labs,d1_creatinine_max,micromol/L,numeric,The highest creatinine concentration of the patient in their serum or plasma during the first 24 hours of their unit stay,,,,
labs,d1_creatinine_min,micromol/L,numeric,The lowest creatinine concentration of the patient in their serum or plasma during the first 24 hours of their unit stay,,,,
labs,d1_glucose_max,mmol/L,numeric,The highest glucose concentration of the patient in their serum or plasma during the first 24 hours of their unit stay,,,,
labs,d1_glucose_min,mmol/L,numeric,The lowest glucose concentration of the patient in their serum or plasma during the first 24 hours of their unit stay,,,,
labs,d1_hco3_max,mmol/L,numeric,The highest bicarbonate concentration for the patient in their serum or plasma during the first 24 hours of their unit stay,,,,
labs,d1_hco3_min,None,numeric,The lowest bicarbonate concentration for the patient in their serum or plasma during the first 24 hours of their unit stay,,,,
labs,d1_hemaglobin_max,g/dL,numeric,The highest hemoglobin concentration for the patient during the first 24 hours of their unit stay,,,,
labs,d1_hemaglobin_min,g/dL,numeric,The lowest hemoglobin concentration for the patient during the first 24 hours of their unit stay,,,,
labs,d1_hematocrit_max,Fraction,numeric,"The highest volume proportion of red blood cells in a patient's blood during the first 24 hours of their unit stay, expressed as a fraction",,,,
labs,d1_hematocrit_min,Fraction,numeric,"The lowest volume proportion of red blood cells in a patient's blood during the first 24 hours of their unit stay, expressed as a fraction",,,,
labs,d1_inr_max,micromol/L,numeric,The highest international normalized ratio for the patient during the first 24 hours of their unit stay,,,,
labs,d1_inr_min,micromol/L,numeric,The lowest international normalized ratio for the patient during the first 24 hours of their unit stay,,,,
labs,d1_lactate_max,mmol/L,numeric,The highest lactate concentration for the patient in their serum or plasma during the first 24 hours of their unit stay,,(1) What do higher lactate concentrations mean? (2) what are their relationships with other ,,
labs,d1_lactate_min,mmol/L,numeric,The lowest lactate concentration for the patient in their serum or plasma during the first 24 hours of their unit stay,,,,
labs,d1_platelets_max,10^9/L,numeric,The highest platelet count for the patient during the first 24 hours of their unit stay,,,,
labs,d1_platelets_min,10^9/L,numeric,The lowest platelet count for the patient during the first 24 hours of their unit stay,,,,
labs,d1_potassium_max,mmol/L,numeric,The highest potassium concentration for the patient in their serum or plasma during the first 24 hours of their unit stay,,,,
labs,d1_potassium_min,mmol/L,numeric,The lowest potassium concentration for the patient in their serum or plasma during the first 24 hours of their unit stay,,,,
labs,d1_sodium_max,mmol/L,numeric,The highest sodium concentration for the patient in their serum or plasma during the first 24 hours of their unit stay,,,,
labs,d1_sodium_min,mmol/L,numeric,The lowest sodium concentration for the patient in their serum or plasma during the first 24 hours of their unit stay,,,,
labs,d1_wbc_max,10^9/L,numeric,The highest white blood cell count for the patient during the first 24 hours of their unit stay,,,,
labs,d1_wbc_min,10^9/L,numeric,The lowest white blood cell count for the patient during the first 24 hours of their unit stay,,,,
labs,h1_albumin_max,None,numeric,The lowest albumin concentration of the patient in their serum during the first hour of their unit stay,,,,
labs,h1_albumin_min,g/L,numeric,The lowest albumin concentration of the patient in their serum during the first hour of their unit stay,,,,
labs,h1_bilirubin_max,micromol/L,numeric,The highest bilirubin concentration of the patient in their serum or plasma during the first hour of their unit stay,,,,
labs,h1_bilirubin_min,micromol/L,numeric,The lowest bilirubin concentration of the patient in their serum or plasma during the first hour of their unit stay,,,,
labs,h1_bun_max,mmol/L,numeric,The highest blood urea nitrogen concentration of the patient in their serum or plasma during the first hour of their unit stay,,,,
labs,h1_bun_min,mmol/L,numeric,The lowest blood urea nitrogen concentration of the patient in their serum or plasma during the first hour of their unit stay,,,,
labs,h1_calcium_max,mmol/L,numeric,The highest calcium concentration of the patient in their serum during the first hour of their unit stay,,,,
labs,h1_calcium_min,mmol/L,numeric,The lowest calcium concentration of the patient in their serum during the first hour of their unit stay,,,,
labs,h1_creatinine_max,micromol/L,numeric,The highest creatinine concentration of the patient in their serum or plasma during the first hour of their unit stay,,,,
labs,h1_creatinine_min,micromol/L,numeric,The lowest creatinine concentration of the patient in their serum or plasma during the first hour of their unit stay,,,,
labs,h1_glucose_max,mmol/L,numeric,The highest glucose concentration of the patient in their serum or plasma during the first hour of their unit stay,,,,
labs,h1_glucose_min,mmol/L,numeric,The lowest glucose concentration of the patient in their serum or plasma during the first hour of their unit stay,,,,
labs,h1_hco3_max,mmol/L,numeric,The highest bicarbonate concentration for the patient in their serum or plasma during the first hour of their unit stay,,,,
labs,h1_hco3_min,None,numeric,The lowest bicarbonate concentration for the patient in their serum or plasma during the first hour of their unit stay,,,,
labs,h1_hemaglobin_max,g/dL,numeric,The highest hemoglobin concentration for the patient during the first hour of their unit stay,,,,
labs,h1_hemaglobin_min,g/dL,numeric,The lowest hemoglobin concentration for the patient during the first hour of their unit stay,,,,
labs,h1_hematocrit_max,Fraction,numeric,"The highest volume proportion of red blood cells in a patient's blood during the first hour of their unit stay, expressed as a fraction",,,,
labs,h1_hematocrit_min,Fraction,numeric,"The lowest volume proportion of red blood cells in a patient's blood during the first hour of their unit stay, expressed as a fraction",,,,
labs,h1_inr_max,micromol/L,numeric,The highest international normalized ratio for the patient during the first hour of their unit stay,,,,
labs,h1_inr_min,micromol/L,numeric,The lowest international normalized ratio for the patient during the first hour of their unit stay,,,,
labs,h1_lactate_max,mmol/L,numeric,The highest lactate concentration for the patient in their serum or plasma during the first hour of their unit stay,,,,
labs,h1_lactate_min,mmol/L,numeric,The lowest lactate concentration for the patient in their serum or plasma during the first hour of their unit stay,,,,
labs,h1_platelets_max,10^9/L,numeric,The highest platelet count for the patient during the first hour of their unit stay,,,,
labs,h1_platelets_min,10^9/L,numeric,The lowest platelet count for the patient during the first hour of their unit stay,,,,
labs,h1_potassium_max,mmol/L,numeric,The highest potassium concentration for the patient in their serum or plasma during the first hour of their unit stay,,,,
labs,h1_potassium_min,mmol/L,numeric,The lowest potassium concentration for the patient in their serum or plasma during the first hour of their unit stay,,,,
labs,h1_sodium_max,mmol/L,numeric,The highest sodium concentration for the patient in their serum or plasma during the first hour of their unit stay,,,,
labs,h1_sodium_min,mmol/L,numeric,The lowest sodium concentration for the patient in their serum or plasma during the first hour of their unit stay,,,,
labs,h1_wbc_max,10^9/L,numeric,The highest white blood cell count for the patient during the first hour of their unit stay,,,,
labs,h1_wbc_min,10^9/L,numeric,The lowest white blood cell count for the patient during the first hour of their unit stay,,,,
labs blood gas,d1_arterial_pco2_max,Millimetres of mercury,numeric,The highest arterial partial pressure of carbon dioxide for the patient during the first 24 hours of their unit stay,,,,
labs blood gas,d1_arterial_pco2_min,Millimetres of mercury,numeric,The lowest arterial partial pressure of carbon dioxide for the patient during the first 24 hours of their unit stay,,,,
labs blood gas,d1_arterial_ph_max,None,numeric,The highest arterial pH for the patient during the first 24 hours of their unit stay,,,,
labs blood gas,d1_arterial_ph_min,None,numeric,The lowest arterial pH for the patient during the first 24 hours of their unit stay,,,,
labs blood gas,d1_arterial_po2_max,Millimetres of mercury,numeric,The highest arterial partial pressure of oxygen for the patient during the first 24 hours of their unit stay,,,,
labs blood gas,d1_arterial_po2_min,Millimetres of mercury,numeric,The lowest arterial partial pressure of oxygen for the patient during the first 24 hours of their unit stay,,,,
labs blood gas,d1_pao2fio2ratio_max,Fraction,numeric,The highest fraction of inspired oxygen for the patient during the first 24 hours of their unit stay,,,,
labs blood gas,d1_pao2fio2ratio_min,Fraction,numeric,The lowest fraction of inspired oxygen for the patient during the first 24 hours of their unit stay,,,,
labs blood gas,h1_arterial_pco2_max,Millimetres of mercury,numeric,The highest arterial partial pressure of carbon dioxide for the patient during the first hour of their unit stay,,,,
labs blood gas,h1_arterial_pco2_min,Millimetres of mercury,numeric,The lowest arterial partial pressure of carbon dioxide for the patient during the first hour of their unit stay,,,,
labs blood gas,h1_arterial_ph_max,None,numeric,The highest arterial pH for the patient during the first hour of their unit stay,,,,
labs blood gas,h1_arterial_ph_min,None,numeric,The lowest arterial pH for the patient during the first hour of their unit stay,,,,
labs blood gas,h1_arterial_po2_max,Millimetres of mercury,numeric,The highest arterial partial pressure of oxygen for the patient during the first hour of their unit stay,,,,
labs blood gas,h1_arterial_po2_min,Millimetres of mercury,numeric,The lowest arterial partial pressure of oxygen for the patient during the first hour of their unit stay,,,,
labs blood gas,h1_pao2fio2ratio_max,Fraction,numeric,The highest fraction of inspired oxygen for the patient during the first hour of their unit stay,,,,
labs blood gas,h1_pao2fio2ratio_min,Fraction,numeric,The lowest fraction of inspired oxygen for the patient during the first hour of their unit stay,,,,
APACHE prediction,apache_4a_hospital_death_prob,None,numeric,"The APACHE IVa probabilistic prediction of in-hospital mortality for the patient which utilizes the APACHE III score and other covariates, including diagnosis.",,,,
APACHE prediction,apache_4a_icu_death_prob,None,numeric,"The APACHE IVa probabilistic prediction of in ICU mortality for the patient which utilizes the APACHE III score and other covariates, including diagnosis",,,,
APACHE comorbidity,aids,None,binary,Whether the patient has a definitive diagnosis of acquired immune deficiency syndrome (AIDS) (not HIV positive alone),,,,
APACHE comorbidity,cirrhosis,None,binary,"Whether the patient has a history of heavy alcohol use with portal hypertension and varices, other causes of cirrhosis with evidence of portal hypertension and varices, or biopsy proven cirrhosis. This comorbidity does not apply to patients with a functioning liver transplant.",,,,
APACHE comorbidity,diabetes_mellitus,None,binary,"Whether the patient has been diagnosed with diabetes, either juvenile or adult onset, which requires medication.",,,,
APACHE comorbidity,hepatic_failure,None,binary,"Whether the patient has cirrhosis and additional complications including jaundice and ascites, upper GI bleeding, hepatic encephalopathy, or coma.",,,,
APACHE comorbidity,immunosuppression,None,binary,"Whether the patient has their immune system suppressed within six months prior to ICU admission for any of the following reasons; radiation therapy, chemotherapy, use of non-cytotoxic immunosuppressive drugs, high dose steroids (at least 0.3 mg/kg/day of methylprednisolone or equivalent for at least 6 months).",,,,
APACHE comorbidity,leukemia,None,binary,"Whether the patient has been diagnosed with acute or chronic myelogenous leukemia, acute or chronic lymphocytic leukemia, or multiple myeloma.",,,,
APACHE comorbidity,lymphoma,None,binary,Whether the patient has been diagnosed with non-Hodgkin lymphoma.,,,,
APACHE comorbidity,solid_tumor_with_metastasis,None,binary,Whether the patient has been diagnosed with any solid tumor carcinoma (including malignant melanoma) which has evidence of metastasis.,,,,
APACHE grouping,apache_3j_bodysystem,None,string,Admission diagnosis group for APACHE III,,,,
APACHE grouping,apache_2_bodysystem,None,string,Admission diagnosis group for APACHE II,,,,
GOSSIS example prediction,pred,None,numeric,"Example mortality prediction, shared as a 'baseline' based on one of the GOSSIS algorithm development models.",,,,
